start_timestamp,end_timestamp,cpu_request_avg_container,cpu_request_sum_container,cpu_usage_avg_container,cpu_usage_max_container,cpu_usage_min_container,cpu_throttle_avg_container,apiserver_request_rate
Thu Dec  8 20:59:07 IST 2022,Thu Dec  8 21:04:14 IST 2022,"0.35","1.0499999999999998",,,,,null
