,mem_request_avg_container,mem_request_sum_container,mem_usage_avg_container,mem_usage_max_container,mem_usage_min_container,mem_rss_avg_container,mem_rss_max_container,mem_rss_min_container
,"2147483648","6442450944","2277824375.4666667","2630815744","1939623936","1915142144","2154532864","1666490368"
